region,category,store_id,age_group,gender,income_band,units_sold,revenue,high_margin
North West,Legwear,Online,55+,Male,Medium,1,11.94658708512474,1
Midlands,Tights,Online,18-24,Female,Medium,2,24.600676158727445,1
North West,Legwear,Online,45-54,Female,Low,1,11.984290110354127,1
South East,Accessories,Online,45-54,Female,Medium,1,17.770299624814076,1
South East,Legwear,Online,55+,Female,Low,3,34.63985899130173,1
London,Accessories,Online,18-24,Female,Low,2,34.56763496630267,1
Scotland,Tights,Store_A,25-34,Male,Medium,2,23.378312274709444,1
South East,Legwear,Store_A,35-44,Female,Low,3,34.936792761037665,1
South East,Tights,Online,18-24,Female,Low,1,11.052722932408626,1
Wales,Socks,Online,25-34,Female,Low,1,7.614980909562828,1
London,Socks,Online,35-44,Male,Low,3,25.491275704233665,1
London,Accessories,Store_B,18-24,Male,Low,3,44.34413958436671,1
Wales,Socks,Online,45-54,Male,Low,1,9.045297491536015,1
Wales,Socks,Store_A,25-34,Female,Low,4,31.834250783655552,1
Scotland,Socks,Store_A,18-24,Female,High,3,24.965585993395088,1
London,Tights,Online,35-44,Male,Medium,1,11.424087140595717,1
South East,Legwear,Online,35-44,Female,Medium,1,11.02783941192692,1
South East,Accessories,Store_B,25-34,Female,High,2,31.52275256079754,1
North West,Legwear,Online,45-54,Male,Low,2,20.713823423021083,1
Scotland,Tights,Store_A,55+,Male,High,1,10.980563546577104,1
North West,Tights,Store_B,55+,Male,Medium,1,11.265225489222223,1
Wales,Socks,Online,35-44,Female,Medium,1,7.491547920837368,1
Midlands,Socks,Store_A,25-34,Female,Low,1,8.988829671378847,1
South East,Tights,Store_A,55+,Female,Low,1,13.412917911100038,1
London,Tights,Online,18-24,Male,Low,3,36.73995431440522,1
Scotland,Socks,Store_B,25-34,Male,High,1,9.190282789788059,1
Wales,Accessories,Online,18-24,Female,Low,1,14.472668677688945,1
London,Socks,Online,35-44,Male,Low,4,29.18071237397552,1
North West,Legwear,Store_A,18-24,Female,Low,3,27.306867212564956,1
Midlands,Legwear,Store_B,55+,Male,High,2,18.088861444284927,1
London,Accessories,Online,55+,Male,Medium,3,42.886390282200125,1
Wales,Tights,Store_A,55+,Male,Medium,3,38.72121718975722,1
South East,Legwear,Store_B,18-24,Female,Medium,1,10.889964340778988,1
Scotland,Accessories,Store_A,25-34,Female,High,1,14.261801080514738,1
Scotland,Legwear,Online,45-54,Female,Low,3,28.630215086475527,1
North West,Socks,Store_A,35-44,Male,Low,1,8.886048122189846,1
Scotland,Tights,Online,45-54,Female,Low,1,14.350889449401333,1
Wales,Legwear,Online,25-34,Male,Medium,4,47.3297326172234,1
North West,Legwear,Store_B,45-54,Male,Medium,2,23.30882121711799,1
London,Accessories,Online,55+,Male,Medium,1,15.689411315189508,1
South East,Legwear,Online,35-44,Male,Medium,4,38.15588754723171,1
North West,Socks,Store_B,25-34,Female,Low,4,30.33650224998576,1
London,Tights,Online,55+,Female,High,2,24.527980290477554,1
South East,Socks,Online,55+,Female,Medium,2,16.61066541827398,1
North West,Accessories,Store_A,35-44,Male,Low,1,14.069773348019577,1
North West,Tights,Store_A,45-54,Male,High,2,27.553854462162715,1
London,Legwear,Online,55+,Male,Low,1,11.297700234266392,1
North West,Tights,Store_B,25-34,Female,Low,1,13.571292502735288,1
North West,Tights,Store_A,55+,Male,Medium,1,12.845211051618673,1
Scotland,Tights,Store_B,25-34,Male,Low,1,11.206891087392824,1
Scotland,Accessories,Store_A,25-34,Female,High,6,85.97696110058438,1
South East,Legwear,Store_A,45-54,Male,Medium,1,9.420228131108267,1
South East,Tights,Online,18-24,Female,Medium,2,22.036350350872553,1
Wales,Legwear,Online,45-54,Male,Medium,4,37.23187374898124,1
London,Legwear,Store_B,55+,Male,Low,2,21.37847573011433,1
North West,Legwear,Store_A,55+,Female,Medium,3,33.51709863131137,1
Scotland,Socks,Online,45-54,Female,High,4,30.680284846324955,1
London,Socks,Online,18-24,Male,Low,2,18.996629484798145,1
Wales,Tights,Store_A,18-24,Male,Low,1,13.012591495609586,1
Midlands,Accessories,Online,55+,Female,High,4,64.42825271132196,1
South East,Accessories,Store_B,18-24,Male,High,3,40.57857958636219,1
Wales,Accessories,Online,45-54,Male,High,3,42.27999925279623,1
Midlands,Accessories,Store_A,55+,Female,Medium,3,40.6711580902528,1
Midlands,Legwear,Online,55+,Male,Medium,1,11.14008816804069,1
South East,Tights,Store_A,25-34,Male,Low,1,13.410395544030784,1
Wales,Legwear,Online,35-44,Female,Medium,2,19.39132572604336,1
London,Tights,Online,25-34,Female,Medium,2,22.083762466223426,1
Midlands,Socks,Online,45-54,Male,Low,3,25.054087063482207,1
Wales,Socks,Online,35-44,Male,Low,1,9.585928352595976,1
South East,Legwear,Store_B,55+,Male,High,2,23.048524151647996,1
North West,Socks,Online,25-34,Female,Medium,3,25.820877521898517,1
South East,Socks,Online,35-44,Female,High,6,44.77365242947446,1
London,Accessories,Online,35-44,Female,Medium,2,35.49497667061099,1
South East,Socks,Store_B,55+,Female,Medium,1,7.622513951845966,1
Scotland,Socks,Online,35-44,Female,Medium,3,26.87810956928533,1
Midlands,Tights,Online,35-44,Other,Low,2,23.198638292775506,1
Midlands,Socks,Online,35-44,Male,Low,2,17.20695457491855,1
Midlands,Legwear,Online,18-24,Male,Medium,1,10.673834591126909,1
London,Socks,Store_B,55+,Female,Medium,3,22.243722344634293,1
South East,Legwear,Store_A,35-44,Female,Medium,1,11.83066594869114,1
North West,Accessories,Online,55+,Male,Low,2,33.46418110728182,1
Midlands,Accessories,Online,25-34,Male,Medium,2,32.533765637896934,1
Wales,Tights,Store_B,18-24,Female,Low,1,12.95697840144453,1
Midlands,Socks,Online,55+,Female,Low,3,21.902890624271688,1
Wales,Accessories,Store_A,25-34,Male,Low,4,70.07410914915425,1
Midlands,Legwear,Online,18-24,Female,Medium,4,41.52557354854356,1
Scotland,Socks,Store_A,55+,Female,High,2,16.530837759425424,1
Midlands,Socks,Store_B,35-44,Female,Low,2,14.570203312923663,1
North West,Socks,Store_A,55+,Male,Medium,4,37.02218586089687,1
Midlands,Accessories,Store_B,45-54,Female,Low,1,14.602841376718704,1
Wales,Socks,Store_B,18-24,Male,Medium,1,7.307220498445087,1
Scotland,Accessories,Online,45-54,Male,Low,4,64.9368222594076,1
North West,Socks,Store_A,18-24,Male,Low,2,15.519847457957917,1
London,Accessories,Store_A,18-24,Female,High,1,13.992276472083086,1
Scotland,Tights,Online,18-24,Male,Low,1,11.483688851790086,1
Midlands,Tights,Online,25-34,Male,Low,3,40.86458195268151,1
Midlands,Socks,Online,25-34,Female,Medium,2,19.15840624427926,1
Wales,Legwear,Online,25-34,Female,Low,3,33.65038063338403,1
Scotland,Legwear,Store_A,35-44,Female,Medium,1,10.413526770446177,1
North West,Legwear,Store_B,35-44,Male,Low,2,20.83828502676927,1
South East,Socks,Store_A,45-54,Male,High,1,8.336389284759898,1
Scotland,Socks,Online,18-24,Male,Medium,1,8.216962073236369,1
Wales,Accessories,Online,35-44,Female,High,1,14.063516698199551,1
London,Socks,Online,35-44,Male,Low,1,8.232948784498358,1
North West,Tights,Online,35-44,Other,Medium,3,38.63618078827479,1
London,Tights,Store_B,18-24,Male,Medium,1,11.426282167639723,1
Midlands,Accessories,Store_A,55+,Male,High,2,29.83240875105671,1
Scotland,Accessories,Online,35-44,Female,Low,2,28.45034274859527,1
South East,Socks,Online,45-54,Male,High,1,8.260463097145497,1
North West,Accessories,Store_A,35-44,Female,High,1,16.661764843173625,1
South East,Legwear,Online,55+,Female,Low,2,18.00817153463104,1
North West,Socks,Online,25-34,Female,High,3,22.603357859476972,1
Scotland,Socks,Store_B,45-54,Female,Low,2,16.391870287129535,1
South East,Legwear,Store_A,25-34,Female,Medium,2,22.064027850009765,1
South East,Legwear,Store_A,18-24,Female,Medium,2,19.023600319839385,1
North West,Accessories,Store_A,55+,Male,High,3,53.74630015270058,1
South East,Legwear,Online,35-44,Female,Low,2,22.359307061233686,1
Scotland,Legwear,Store_A,35-44,Other,Medium,1,10.201360539704664,1
South East,Tights,Store_A,35-44,Female,Medium,1,12.0300089041599,1
Wales,Accessories,Online,55+,Female,Medium,2,30.05759434810526,1
North West,Socks,Online,55+,Female,Low,3,27.936989794406355,1
London,Legwear,Online,25-34,Male,High,2,19.44154793053473,1
London,Legwear,Online,25-34,Female,High,2,21.561042841552197,1
South East,Legwear,Store_B,55+,Female,Low,6,67.25918320884111,1
London,Tights,Store_A,55+,Male,Low,1,13.846128356861984,1
Wales,Accessories,Store_B,55+,Male,Low,2,35.902533606903845,1
South East,Socks,Store_A,25-34,Male,Medium,2,18.347223045633942,1
South East,Legwear,Store_A,35-44,Male,Medium,1,9.089269819253145,1
Scotland,Socks,Store_B,45-54,Male,Medium,3,28.10973588353992,1
Midlands,Legwear,Store_A,18-24,Male,Medium,2,20.69167388311243,1
Scotland,Legwear,Store_B,45-54,Male,High,2,18.280054516849077,1
Scotland,Legwear,Online,35-44,Female,Low,2,23.546833651462666,1
Midlands,Socks,Store_A,18-24,Male,Medium,4,31.866965240613457,1
London,Accessories,Store_A,45-54,Female,Medium,2,29.23350211254747,1
North West,Accessories,Online,45-54,Male,Medium,3,53.47938567465154,1
London,Socks,Store_B,18-24,Female,Medium,1,7.30804276452752,1
Wales,Socks,Online,45-54,Other,Medium,3,23.709829173064538,1
North West,Legwear,Online,35-44,Female,High,4,37.009075821440334,1
Scotland,Accessories,Online,18-24,Female,Low,1,16.987412247601853,1
Scotland,Tights,Online,55+,Male,Medium,1,11.43299761230573,1
Wales,Tights,Store_A,55+,Other,Low,2,26.197823161688056,1
South East,Legwear,Store_B,18-24,Male,Medium,1,10.519413632110519,1
Wales,Accessories,Store_A,25-34,Male,Low,1,17.056971461458144,1
North West,Accessories,Store_A,25-34,Female,Medium,2,32.03443956613068,1
South East,Socks,Store_A,25-34,Other,Medium,2,14.97520407738545,1
Midlands,Socks,Online,55+,Male,Low,4,31.292555845214313,1
Scotland,Tights,Online,35-44,Male,Low,4,43.58874228127491,1
Scotland,Accessories,Store_A,55+,Male,High,3,48.46027672665021,1
London,Accessories,Store_A,45-54,Male,High,5,80.08979554675741,1
London,Accessories,Online,18-24,Male,Low,1,14.540384944490771,1
Wales,Accessories,Online,55+,Female,High,5,70.8095141624205,1
North West,Socks,Online,55+,Male,High,4,31.205037503285045,1
London,Accessories,Store_A,25-34,Female,High,1,16.076112094087712,1
North West,Legwear,Store_A,35-44,Male,High,1,9.591102191661355,1
Scotland,Accessories,Online,18-24,Male,Medium,1,14.280581233430745,1
Midlands,Accessories,Store_A,35-44,Female,Low,2,31.522173834426578,1
South East,Tights,Online,45-54,Male,Medium,2,26.18816831630712,1
Scotland,Accessories,Online,35-44,Female,Low,1,13.57629759670828,1
South East,Legwear,Store_B,18-24,Female,Medium,1,9.566893927606145,1
Scotland,Legwear,Store_A,45-54,Female,Medium,6,65.24368306232863,1
London,Socks,Store_B,45-54,Female,High,1,9.523768046327138,1
North West,Accessories,Store_B,25-34,Male,Medium,1,15.181562434851452,1
North West,Tights,Online,18-24,Male,Low,2,22.34260845284516,1
Wales,Legwear,Store_B,18-24,Female,Low,1,11.180435543962632,1
Midlands,Legwear,Store_B,55+,Female,Low,5,51.480707309225714,1
North West,Socks,Store_A,55+,Male,High,1,8.73894274453062,1
South East,Legwear,Online,45-54,Male,Medium,2,18.807758001022897,1
Scotland,Accessories,Online,45-54,Female,Medium,3,49.60121223106246,1
North West,Socks,Online,18-24,Other,Medium,3,24.653838051212418,1
South East,Socks,Online,18-24,Male,Medium,3,27.096018338109474,1
Scotland,Legwear,Online,35-44,Male,Low,1,9.020388854239542,1
Scotland,Tights,Store_A,55+,Male,Medium,2,26.98776200438207,1
Scotland,Legwear,Online,55+,Female,Low,1,10.769738978643899,1
Wales,Accessories,Online,18-24,Male,Low,1,13.686137103686882,1
Wales,Tights,Store_B,45-54,Female,Low,3,37.46092211582277,1
London,Socks,Store_B,55+,Female,Low,2,15.677299598659516,1
Scotland,Socks,Online,35-44,Female,Low,3,22.39794407729894,1
South East,Socks,Online,45-54,Male,Medium,2,18.35062355917851,1
Wales,Tights,Online,25-34,Male,High,1,11.890824122763057,1
London,Tights,Store_B,35-44,Male,Low,1,11.334882524791905,1
London,Socks,Online,35-44,Female,Low,2,17.551387737011375,1
North West,Tights,Store_A,18-24,Male,Medium,1,13.643155930338231,1
London,Tights,Online,55+,Female,Medium,1,13.72465801818503,1
North West,Legwear,Online,25-34,Female,Medium,4,36.74683593352563,1
North West,Accessories,Store_A,25-34,Male,Low,4,62.553479101333984,1
London,Accessories,Online,45-54,Male,High,2,33.526573776814516,1
Wales,Tights,Online,18-24,Male,Medium,4,43.63609237691028,1
Scotland,Legwear,Store_A,18-24,Male,Medium,1,10.974563137387918,1
London,Legwear,Store_A,55+,Female,Low,2,18.102134545078975,1
London,Tights,Store_A,55+,Female,Low,2,24.76801532070541,1
North West,Tights,Online,25-34,Female,Medium,1,13.263896288932983,1
North West,Accessories,Online,55+,Female,Low,1,13.53889719673611,1
Midlands,Socks,Online,18-24,Male,Medium,3,25.625965907184245,1
Midlands,Socks,Online,35-44,Male,High,2,18.42408946704269,1
Scotland,Socks,Online,25-34,Female,Medium,2,18.644204172057098,1
Scotland,Accessories,Store_A,55+,Male,Low,2,27.161849066022757,1
North West,Socks,Store_B,55+,Male,High,2,18.142277126813905,1
North West,Accessories,Store_B,55+,Male,Low,1,13.960647994288303,1
London,Socks,Online,35-44,Male,Low,2,14.790040389992821,1
Midlands,Accessories,Store_A,18-24,Other,Medium,2,29.695833720134473,1
South East,Accessories,Store_B,55+,Male,Medium,4,65.71451238053379,1
Scotland,Legwear,Online,35-44,Female,Medium,1,10.635912517194022,1
South East,Socks,Online,18-24,Female,Low,2,15.030997882158287,1
Scotland,Tights,Store_A,25-34,Male,Medium,3,36.58181203301888,1
London,Socks,Online,35-44,Female,Medium,1,8.139357813688218,1
Scotland,Tights,Store_A,55+,Male,Medium,2,22.4923671641725,1
South East,Socks,Store_B,18-24,Male,Low,2,15.290165465785014,1
South East,Legwear,Online,25-34,Male,Medium,2,21.092696161048163,1
North West,Accessories,Online,18-24,Female,Medium,2,32.31705170929176,1
North West,Legwear,Store_A,45-54,Female,High,1,10.851821605390086,1
South East,Tights,Store_A,45-54,Female,High,3,36.27540462781223,1
South East,Accessories,Store_A,55+,Female,Low,1,15.505504789281693,1
South East,Legwear,Store_A,35-44,Male,Low,4,41.77441889788028,1
London,Tights,Store_B,35-44,Female,Medium,6,65.88916009260585,1
North West,Accessories,Online,45-54,Male,High,1,15.223963004434744,1
London,Socks,Store_A,45-54,Female,Medium,3,23.862269357742242,1
Scotland,Socks,Online,35-44,Male,Low,6,51.10073273896639,1
North West,Socks,Store_B,18-24,Female,Low,2,18.664531544442255,1
Wales,Legwear,Store_A,25-34,Female,Low,1,9.57847145179004,1
Midlands,Legwear,Online,25-34,Male,Medium,1,11.42754212010415,1
South East,Legwear,Online,18-24,Female,Low,2,19.79437858930008,1
Wales,Accessories,Store_A,35-44,Male,Low,5,81.60861189144703,1
London,Tights,Online,35-44,Male,Medium,2,27.482622208015734,1
London,Socks,Online,45-54,Male,Medium,4,37.336831132174765,1
South East,Accessories,Store_A,18-24,Female,Medium,4,57.989225867283736,1
North West,Socks,Store_A,35-44,Male,Low,1,8.713182170885764,1
Wales,Accessories,Store_A,18-24,Female,Medium,1,17.076238889691194,1
South East,Legwear,Online,55+,Male,Medium,5,58.47196434576756,1
Wales,Socks,Online,45-54,Female,Low,5,38.63230130139097,1
South East,Tights,Online,18-24,Male,Low,2,24.605058830097363,1
South East,Accessories,Store_A,18-24,Male,Medium,2,28.30866824750255,1
Midlands,Socks,Store_A,18-24,Male,Low,1,7.721255689982157,1
Wales,Accessories,Store_B,25-34,Male,Low,1,15.897338754324712,1
Midlands,Accessories,Store_A,55+,Male,Low,4,70.3192025706623,1
London,Legwear,Online,18-24,Male,Medium,3,30.45876311693955,1
Wales,Tights,Online,55+,Female,Low,2,22.32278407435404,1
Midlands,Socks,Store_B,45-54,Female,Low,2,18.416162468513708,1
London,Accessories,Online,55+,Female,Medium,4,55.965243219914676,1
South East,Tights,Online,18-24,Female,Low,2,28.2895117969818,1
South East,Legwear,Store_B,55+,Female,Medium,1,9.697290222387648,1
South East,Tights,Store_A,18-24,Female,High,1,12.740682601717271,1
Wales,Socks,Online,35-44,Female,Medium,4,35.423450953246245,1
Wales,Tights,Online,18-24,Female,Low,2,28.67101012841456,1
North West,Accessories,Online,35-44,Male,Low,2,30.116204117512567,1
London,Accessories,Online,55+,Female,Low,1,14.174736944335006,1
North West,Socks,Online,25-34,Female,Medium,2,16.444957677335154,1
London,Legwear,Store_B,25-34,Male,Low,3,29.55857943132577,1
London,Socks,Online,55+,Male,Medium,3,22.732693876521147,1
South East,Tights,Store_B,45-54,Male,Low,2,23.675807465107265,1
South East,Tights,Store_A,45-54,Male,Medium,2,27.712742725713,1
Wales,Tights,Online,18-24,Female,Medium,3,40.35671581525553,1
Wales,Tights,Store_A,55+,Male,Medium,2,24.586465552748503,1
London,Tights,Online,25-34,Male,Medium,5,55.80268448962448,1
North West,Socks,Store_A,55+,Female,High,1,7.729015459427982,1
South East,Tights,Online,55+,Male,Medium,1,12.184898662967647,1
North West,Socks,Store_B,55+,Male,Medium,4,37.62179233433939,1
South East,Socks,Store_A,45-54,Female,High,1,8.659118516497697,1
Wales,Tights,Store_A,35-44,Male,Medium,1,11.927852453293212,1
Scotland,Tights,Online,25-34,Female,Low,3,32.753748428459915,1
Scotland,Socks,Online,35-44,Male,Low,2,17.213625888637427,1
London,Accessories,Online,25-34,Other,Medium,2,27.795716301492366,1
London,Socks,Online,45-54,Female,Low,2,14.440702660922438,1
Midlands,Tights,Store_A,45-54,Female,High,3,38.7448472109362,1
Midlands,Legwear,Online,55+,Male,Low,2,22.47400102293629,1
London,Tights,Store_B,18-24,Female,Low,1,13.593803644823918,1
Midlands,Tights,Store_B,25-34,Female,Low,1,12.344085413786594,1
North West,Socks,Online,25-34,Male,Low,1,9.100711315810914,1
Wales,Tights,Online,45-54,Female,Low,4,52.18505843033126,1
Midlands,Socks,Store_B,35-44,Male,High,1,7.938147820033487,1
Midlands,Accessories,Store_A,35-44,Female,Low,6,104.61383321361131,1
Midlands,Socks,Store_A,35-44,Female,Low,1,9.313278666216158,1
Scotland,Accessories,Store_B,35-44,Female,Low,3,49.5052155441456,1
London,Tights,Online,55+,Male,Low,1,12.317963496557716,1
London,Tights,Store_A,25-34,Female,Low,6,80.92519021038308,1
South East,Accessories,Store_A,18-24,Male,Low,2,33.91377523400734,1
Midlands,Legwear,Store_A,18-24,Male,Low,2,19.40850456011748,1
London,Socks,Store_B,55+,Male,Medium,2,17.55109432238516,1
Midlands,Socks,Online,45-54,Other,Low,3,24.49647558838041,1
Scotland,Legwear,Store_A,55+,Male,High,4,38.31641670135021,1
South East,Accessories,Store_B,35-44,Male,Medium,2,31.43408255184156,1
London,Tights,Online,45-54,Male,Low,4,46.66609186146727,1
Midlands,Socks,Online,18-24,Female,Low,3,25.301412538466952,1
North West,Legwear,Online,35-44,Female,Low,4,41.32876261613084,1
London,Socks,Online,35-44,Male,Low,2,19.088962094228783,1
London,Socks,Online,18-24,Male,Low,2,17.503501217698897,1
South East,Socks,Store_A,35-44,Female,Medium,2,15.810123873605338,1
London,Accessories,Online,18-24,Female,Medium,1,16.855748078684975,1
North West,Tights,Online,25-34,Male,Medium,1,13.831654498231062,1
Wales,Socks,Online,25-34,Female,Medium,4,36.59927207408441,1
Scotland,Accessories,Online,45-54,Male,Medium,1,17.40493761351891,1
Scotland,Tights,Online,45-54,Male,Low,1,11.601072190036273,1
Midlands,Socks,Store_A,45-54,Male,Medium,4,34.36518949533978,1
Wales,Socks,Online,55+,Male,Low,5,39.976471153751504,1
Midlands,Tights,Store_B,25-34,Male,High,4,55.12008026749776,1
North West,Tights,Store_A,55+,Male,Medium,4,53.40864819575936,1
Scotland,Legwear,Store_A,45-54,Female,Low,2,19.402716621854445,1
Midlands,Legwear,Online,45-54,Female,Medium,3,34.99056880033837,1
